Drug,Phenotype,Disease,drug_relation,drug_display_relation,phenotype_relation,phenotype_display_relation
trimethadione,hematological neoplasm,lymphoma,drug_effect,side effect,phenotype_phenotype,parent-child
imiquimod,pulmonary lymphoma,lymphoma,drug_effect,side effect,phenotype_phenotype,parent-child
imiquimod,hodgkin lymphoma,lymphoma,drug_effect,side effect,phenotype_phenotype,parent-child
imiquimod,non-hodgkin lymphoma,lymphoma,drug_effect,side effect,phenotype_phenotype,parent-child
imiquimod,gastric lymphoma,lymphoma,drug_effect,side effect,phenotype_phenotype,parent-child
imiquimod,hematological neoplasm,lymphoma,drug_effect,side effect,phenotype_phenotype,parent-child
muromonab,pulmonary lymphoma,lymphoma,drug_effect,side effect,phenotype_phenotype,parent-child
muromonab,hodgkin lymphoma,lymphoma,drug_effect,side effect,phenotype_phenotype,parent-child
muromonab,non-hodgkin lymphoma,lymphoma,drug_effect,side effect,phenotype_phenotype,parent-child
muromonab,gastric lymphoma,lymphoma,drug_effect,side effect,phenotype_phenotype,parent-child
muromonab,hematological neoplasm,lymphoma,drug_effect,side effect,phenotype_phenotype,parent-child
bortezomib,pulmonary lymphoma,lymphoma,drug_effect,side effect,phenotype_phenotype,parent-child
bortezomib,hodgkin lymphoma,lymphoma,drug_effect,side effect,phenotype_phenotype,parent-child
bortezomib,non-hodgkin lymphoma,lymphoma,drug_effect,side effect,phenotype_phenotype,parent-child
bortezomib,gastric lymphoma,lymphoma,drug_effect,side effect,phenotype_phenotype,parent-child
bortezomib,hematological neoplasm,lymphoma,drug_effect,side effect,phenotype_phenotype,parent-child
eptifibatide,pulmonary lymphoma,lymphoma,drug_effect,side effect,phenotype_phenotype,parent-child
eptifibatide,hodgkin lymphoma,lymphoma,drug_effect,side effect,phenotype_phenotype,parent-child
eptifibatide,non-hodgkin lymphoma,lymphoma,drug_effect,side effect,phenotype_phenotype,parent-child
eptifibatide,gastric lymphoma,lymphoma,drug_effect,side effect,phenotype_phenotype,parent-child
eptifibatide,hematological neoplasm,lymphoma,drug_effect,side effect,phenotype_phenotype,parent-child
tipranavir,pulmonary lymphoma,lymphoma,drug_effect,side effect,phenotype_phenotype,parent-child
tipranavir,hodgkin lymphoma,lymphoma,drug_effect,side effect,phenotype_phenotype,parent-child
tipranavir,non-hodgkin lymphoma,lymphoma,drug_effect,side effect,phenotype_phenotype,parent-child
tipranavir,gastric lymphoma,lymphoma,drug_effect,side effect,phenotype_phenotype,parent-child
tipranavir,hematological neoplasm,lymphoma,drug_effect,side effect,phenotype_phenotype,parent-child
darunavir,pulmonary lymphoma,lymphoma,drug_effect,side effect,phenotype_phenotype,parent-child
darunavir,hodgkin lymphoma,lymphoma,drug_effect,side effect,phenotype_phenotype,parent-child
darunavir,non-hodgkin lymphoma,lymphoma,drug_effect,side effect,phenotype_phenotype,parent-child
darunavir,gastric lymphoma,lymphoma,drug_effect,side effect,phenotype_phenotype,parent-child
darunavir,hematological neoplasm,lymphoma,drug_effect,side effect,phenotype_phenotype,parent-child
sitaxentan,pulmonary lymphoma,lymphoma,drug_effect,side effect,phenotype_phenotype,parent-child
sitaxentan,hodgkin lymphoma,lymphoma,drug_effect,side effect,phenotype_phenotype,parent-child
sitaxentan,non-hodgkin lymphoma,lymphoma,drug_effect,side effect,phenotype_phenotype,parent-child
sitaxentan,gastric lymphoma,lymphoma,drug_effect,side effect,phenotype_phenotype,parent-child
sitaxentan,hematological neoplasm,lymphoma,drug_effect,side effect,phenotype_phenotype,parent-child
lenalidomide,pulmonary lymphoma,lymphoma,drug_effect,side effect,phenotype_phenotype,parent-child
lenalidomide,hodgkin lymphoma,lymphoma,drug_effect,side effect,phenotype_phenotype,parent-child
lenalidomide,non-hodgkin lymphoma,lymphoma,drug_effect,side effect,phenotype_phenotype,parent-child
lenalidomide,gastric lymphoma,lymphoma,drug_effect,side effect,phenotype_phenotype,parent-child
lenalidomide,hematological neoplasm,lymphoma,drug_effect,side effect,phenotype_phenotype,parent-child
maraviroc,pulmonary lymphoma,lymphoma,drug_effect,side effect,phenotype_phenotype,parent-child
maraviroc,hodgkin lymphoma,lymphoma,drug_effect,side effect,phenotype_phenotype,parent-child
maraviroc,non-hodgkin lymphoma,lymphoma,drug_effect,side effect,phenotype_phenotype,parent-child
maraviroc,gastric lymphoma,lymphoma,drug_effect,side effect,phenotype_phenotype,parent-child
maraviroc,hematological neoplasm,lymphoma,drug_effect,side effect,phenotype_phenotype,parent-child
pimecrolimus,pulmonary lymphoma,lymphoma,drug_effect,side effect,phenotype_phenotype,parent-child
pimecrolimus,hodgkin lymphoma,lymphoma,drug_effect,side effect,phenotype_phenotype,parent-child
pimecrolimus,non-hodgkin lymphoma,lymphoma,drug_effect,side effect,phenotype_phenotype,parent-child
pimecrolimus,gastric lymphoma,lymphoma,drug_effect,side effect,phenotype_phenotype,parent-child
pimecrolimus,hematological neoplasm,lymphoma,drug_effect,side effect,phenotype_phenotype,parent-child
everolimus,pulmonary lymphoma,lymphoma,drug_effect,side effect,phenotype_phenotype,parent-child
everolimus,hodgkin lymphoma,lymphoma,drug_effect,side effect,phenotype_phenotype,parent-child
everolimus,non-hodgkin lymphoma,lymphoma,drug_effect,side effect,phenotype_phenotype,parent-child
everolimus,gastric lymphoma,lymphoma,drug_effect,side effect,phenotype_phenotype,parent-child
everolimus,hematological neoplasm,lymphoma,drug_effect,side effect,phenotype_phenotype,parent-child
insulin detemir,pulmonary lymphoma,lymphoma,drug_effect,side effect,phenotype_phenotype,parent-child
insulin detemir,hodgkin lymphoma,lymphoma,drug_effect,side effect,phenotype_phenotype,parent-child
insulin detemir,non-hodgkin lymphoma,lymphoma,drug_effect,side effect,phenotype_phenotype,parent-child
insulin detemir,gastric lymphoma,lymphoma,drug_effect,side effect,phenotype_phenotype,parent-child
insulin detemir,hematological neoplasm,lymphoma,drug_effect,side effect,phenotype_phenotype,parent-child
raltegravir,pulmonary lymphoma,lymphoma,drug_effect,side effect,phenotype_phenotype,parent-child
raltegravir,hodgkin lymphoma,lymphoma,drug_effect,side effect,phenotype_phenotype,parent-child
raltegravir,non-hodgkin lymphoma,lymphoma,drug_effect,side effect,phenotype_phenotype,parent-child
raltegravir,gastric lymphoma,lymphoma,drug_effect,side effect,phenotype_phenotype,parent-child
raltegravir,hematological neoplasm,lymphoma,drug_effect,side effect,phenotype_phenotype,parent-child
interferon alfa-2b,uveal melanoma,melanoma,indication,indication,disease_phenotype_positive,phenotype present
interferon alfa-2b,superficial spreading melanoma,melanoma,indication,indication,disease_phenotype_positive,phenotype present
interferon alfa-2b,nodular melanoma,melanoma,indication,indication,disease_phenotype_positive,phenotype present
interferon alfa-2b,lentigo maligna melanoma,melanoma,indication,indication,disease_phenotype_positive,phenotype present
interferon alfa-2b,neoplasm by histology,melanoma,indication,indication,disease_phenotype_positive,phenotype present
interferon alfa-2b,neoplasm of the skin,melanoma,indication,indication,disease_phenotype_positive,phenotype present
amantadine,uveal melanoma,melanoma,contraindication,contraindication,disease_phenotype_positive,phenotype present
amantadine,superficial spreading melanoma,melanoma,contraindication,contraindication,disease_phenotype_positive,phenotype present
amantadine,nodular melanoma,melanoma,contraindication,contraindication,disease_phenotype_positive,phenotype present
amantadine,lentigo maligna melanoma,melanoma,contraindication,contraindication,disease_phenotype_positive,phenotype present
amantadine,neoplasm by histology,melanoma,contraindication,contraindication,disease_phenotype_positive,phenotype present
amantadine,neoplasm of the skin,melanoma,contraindication,contraindication,disease_phenotype_positive,phenotype present
levodopa,uveal melanoma,melanoma,contraindication,contraindication,disease_phenotype_positive,phenotype present
levodopa,superficial spreading melanoma,melanoma,contraindication,contraindication,disease_phenotype_positive,phenotype present
levodopa,nodular melanoma,melanoma,contraindication,contraindication,disease_phenotype_positive,phenotype present
levodopa,lentigo maligna melanoma,melanoma,contraindication,contraindication,disease_phenotype_positive,phenotype present
levodopa,neoplasm by histology,melanoma,contraindication,contraindication,disease_phenotype_positive,phenotype present
levodopa,neoplasm of the skin,melanoma,contraindication,contraindication,disease_phenotype_positive,phenotype present
vindesine,uveal melanoma,melanoma,indication,indication,disease_phenotype_positive,phenotype present
vindesine,superficial spreading melanoma,melanoma,indication,indication,disease_phenotype_positive,phenotype present
vindesine,nodular melanoma,melanoma,indication,indication,disease_phenotype_positive,phenotype present
vindesine,lentigo maligna melanoma,melanoma,indication,indication,disease_phenotype_positive,phenotype present
vindesine,neoplasm by histology,melanoma,indication,indication,disease_phenotype_positive,phenotype present
vindesine,neoplasm of the skin,melanoma,indication,indication,disease_phenotype_positive,phenotype present
methoxsalen,uveal melanoma,melanoma,contraindication,contraindication,disease_phenotype_positive,phenotype present
methoxsalen,superficial spreading melanoma,melanoma,contraindication,contraindication,disease_phenotype_positive,phenotype present
methoxsalen,nodular melanoma,melanoma,contraindication,contraindication,disease_phenotype_positive,phenotype present
methoxsalen,lentigo maligna melanoma,melanoma,contraindication,contraindication,disease_phenotype_positive,phenotype present
methoxsalen,neoplasm by histology,melanoma,contraindication,contraindication,disease_phenotype_positive,phenotype present
methoxsalen,neoplasm of the skin,melanoma,contraindication,contraindication,disease_phenotype_positive,phenotype present
carbidopa,uveal melanoma,melanoma,contraindication,contraindication,disease_phenotype_positive,phenotype present
carbidopa,superficial spreading melanoma,melanoma,contraindication,contraindication,disease_phenotype_positive,phenotype present
carbidopa,nodular melanoma,melanoma,contraindication,contraindication,disease_phenotype_positive,phenotype present
carbidopa,lentigo maligna melanoma,melanoma,contraindication,contraindication,disease_phenotype_positive,phenotype present
carbidopa,neoplasm by histology,melanoma,contraindication,contraindication,disease_phenotype_positive,phenotype present
carbidopa,neoplasm of the skin,melanoma,contraindication,contraindication,disease_phenotype_positive,phenotype present
selegiline,uveal melanoma,melanoma,contraindication,contraindication,disease_phenotype_positive,phenotype present
selegiline,superficial spreading melanoma,melanoma,contraindication,contraindication,disease_phenotype_positive,phenotype present
selegiline,nodular melanoma,melanoma,contraindication,contraindication,disease_phenotype_positive,phenotype present
selegiline,lentigo maligna melanoma,melanoma,contraindication,contraindication,disease_phenotype_positive,phenotype present
selegiline,neoplasm by histology,melanoma,contraindication,contraindication,disease_phenotype_positive,phenotype present
selegiline,neoplasm of the skin,melanoma,contraindication,contraindication,disease_phenotype_positive,phenotype present
rasagiline,uveal melanoma,melanoma,contraindication,contraindication,disease_phenotype_positive,phenotype present
rasagiline,superficial spreading melanoma,melanoma,contraindication,contraindication,disease_phenotype_positive,phenotype present
rasagiline,nodular melanoma,melanoma,contraindication,contraindication,disease_phenotype_positive,phenotype present
rasagiline,lentigo maligna melanoma,melanoma,contraindication,contraindication,disease_phenotype_positive,phenotype present
rasagiline,neoplasm by histology,melanoma,contraindication,contraindication,disease_phenotype_positive,phenotype present
rasagiline,neoplasm of the skin,melanoma,contraindication,contraindication,disease_phenotype_positive,phenotype present
tolcapone,uveal melanoma,melanoma,contraindication,contraindication,disease_phenotype_positive,phenotype present
tolcapone,superficial spreading melanoma,melanoma,contraindication,contraindication,disease_phenotype_positive,phenotype present
tolcapone,nodular melanoma,melanoma,contraindication,contraindication,disease_phenotype_positive,phenotype present
tolcapone,lentigo maligna melanoma,melanoma,contraindication,contraindication,disease_phenotype_positive,phenotype present
tolcapone,neoplasm by histology,melanoma,contraindication,contraindication,disease_phenotype_positive,phenotype present
tolcapone,neoplasm of the skin,melanoma,contraindication,contraindication,disease_phenotype_positive,phenotype present
entacapone,uveal melanoma,melanoma,contraindication,contraindication,disease_phenotype_positive,phenotype present
entacapone,superficial spreading melanoma,melanoma,contraindication,contraindication,disease_phenotype_positive,phenotype present
entacapone,nodular melanoma,melanoma,contraindication,contraindication,disease_phenotype_positive,phenotype present
entacapone,lentigo maligna melanoma,melanoma,contraindication,contraindication,disease_phenotype_positive,phenotype present
entacapone,neoplasm by histology,melanoma,contraindication,contraindication,disease_phenotype_positive,phenotype present
entacapone,neoplasm of the skin,melanoma,contraindication,contraindication,disease_phenotype_positive,phenotype present
hydroxyurea,uveal melanoma,melanoma,indication,indication,disease_phenotype_positive,phenotype present
hydroxyurea,superficial spreading melanoma,melanoma,indication,indication,disease_phenotype_positive,phenotype present
hydroxyurea,nodular melanoma,melanoma,indication,indication,disease_phenotype_positive,phenotype present
hydroxyurea,lentigo maligna melanoma,melanoma,indication,indication,disease_phenotype_positive,phenotype present
hydroxyurea,neoplasm by histology,melanoma,indication,indication,disease_phenotype_positive,phenotype present
hydroxyurea,neoplasm of the skin,melanoma,indication,indication,disease_phenotype_positive,phenotype present
talimogene laherparepvec,uveal melanoma,melanoma,indication,indication,disease_phenotype_positive,phenotype present
talimogene laherparepvec,superficial spreading melanoma,melanoma,indication,indication,disease_phenotype_positive,phenotype present
talimogene laherparepvec,nodular melanoma,melanoma,indication,indication,disease_phenotype_positive,phenotype present
talimogene laherparepvec,lentigo maligna melanoma,melanoma,indication,indication,disease_phenotype_positive,phenotype present
talimogene laherparepvec,neoplasm by histology,melanoma,indication,indication,disease_phenotype_positive,phenotype present
talimogene laherparepvec,neoplasm of the skin,melanoma,indication,indication,disease_phenotype_positive,phenotype present
pramipexole,uveal melanoma,melanoma,contraindication,contraindication,disease_phenotype_positive,phenotype present
